Номер задачи,Время работы алгортима,Достигнутый минимум фитнесс-функции,Причина остановки алгоритма,Номер последнего поколения
467,1.029447,2441041,Нет улучшений на последних двух итерациях,766
500,0.838753,1129283,Нет улучшений на последних двух итерациях,649
458,0.715530,13281690,Нет улучшений на последних двух итерациях,573
450,0.690159,418287,Нет улучшений на последних двух итерациях,545
432,0.686708,32385402,Нет улучшений на последних двух итерациях,543
441,1.318871,18759582,Достигнуто максимальное число поколений,1000
468,0.644311,3438818,Нет улучшений на последних двух итерациях,578
493,0.734295,5261213,Нет улучшений на последних двух итерациях,630
484,1.148039,2465728,Достигнуто максимальное число поколений,1000
421,0.947012,2369459,Нет улучшений на последних двух итерациях,811
476,0.869819,5691940,Нет улучшений на последних двух итерациях,757
459,0.582870,21239431,Нет улучшений на последних двух итерациях,696
494,0.451398,1533144,Нет улучшений на последних двух итерациях,583
485,0.463490,1100999,Нет улучшений на последних двух итерациях,586
422,0.635864,22637111,Нет улучшений на последних двух итерациях,847
477,0.764307,3453,Достигнуто максимальное число поколений,1000
495,0.450108,12914816,Нет улучшений на последних двух итерациях,604
486,0.513187,2382710,Нет улучшений на последних двух итерациях,672
423,0.455726,5568104,Нет улучшений на последних двух итерациях,618
