Номер задачи,Время работы алгортима,Достигнутый минимум фитнесс-функции,Причина остановки алгоритма,Номер последнего поколения
432,0.885775,12900,Нет улучшений на последних двух итерациях,557
448,1.365368,23487,Нет улучшений на последних двух итерациях,895
441,1.617431,2525,Нет улучшений на последних двух итерациях,929
484,1.623900,134108,Достигнуто максимальное число поколений,1000
493,1.195795,33728,Нет улучшений на последних двух итерациях,671
423,1.499274,3833,Нет улучшений на последних двух итерациях,931
458,0.746349,54588,Нет улучшений на последних двух итерациях,508
476,1.463734,43984,Нет улучшений на последних двух итерациях,826
468,1.124109,24982,Нет улучшений на последних двух итерациях,838
449,0.791793,10559,Нет улучшений на последних двух итерациях,640
494,0.466021,28578,Нет улучшений на последних двух итерациях,513
485,0.479636,75178,Нет улучшений на последних двух итерациях,528
477,0.478835,46565,Нет улучшений на последних двух итерациях,529
450,0.510717,20327,Нет улучшений на последних двух итерациях,623
459,0.852790,83620,Достигнуто максимальное число поколений,1000
486,0.495619,7195,Нет улучшений на последних двух итерациях,618
495,0.768816,7784,Нет улучшений на последних двух итерациях,958
